Speech,Label
দারুণ হয়েছে,1
ঝটপট তৈরি করার মত একটা রেসিপি,1
আপনার রেসিপি ফলো করে রান্না করেছি খুব মজা হইছে একেবারে হোটেলের মত।,1
"দারুন হয়েছে , অনেক সহজ ভাবে দেখিয়েছেন 😋😋",1
ট্রাই করেছি খুব ভালো হয়েছে থ্যাংক ইউ আপু,1
"আপি,খুব সু্ন্দর কালার হয়েছে,আর আপনার রান্নাটাও খুব পরিপাটি",1
মাশাআল্লাহ আপু রেসিপি তো সুন্দর হয়েছেই তোমার ডেকোরেশনটা অসাধারণ।,1
হোটেলের চেয়ে ভালো হবে আপনার রেসিপি। অনেক ধন্যবাদ,1
আপনার চিকেন চোপটি এত টেস্টি হয়েছে আপনাকে বলে বুজাতে পারবনা আপনাকে ধন্যবাদ,1
জাপান গার্ডেনের(প্রিন্স বাজারের বিপরীতে) সেখানে একটা মামার ফুচকা + চটপটি প্রচন্ড ভালো খুব মজা,1
আপু তোমার ভর্তা গুলো খাওয়া দেখে খুব ভাল লাগলো,1
আপু কাল্লুর কাবাব টা মিরপুর এর মধ্যে অনেক ভাল একটা কাবাব,1
মিরপুরের বেস্ট ফুচকা হল... মোল্লার চটপটি (মিরপুর-১) ...... এর চেয়ে ভাল ফুচকা +চটপটি ঢাকায় খাইনি,1
শওকত কাবাব ঘরে র কাবাব মজার।,1
লালমাটিয়া মহিলা কলেজ এ বাইরে এক মামা ফুচকা বিক্রি করে টক টা অসাধারণ,1
"গাবতলী থেকে মাজার রুডে যাওয়ার সময় একটা মুড়ি ভর্তার দোকান আছে।
পুরাই ব্যতিক্রম।",1
সব মিলিয়ে অসাধারণ,1
এই রকম খেজুরের গুড় এক সময় আমাদের বাড়িতে হইতো সব অতীত। খুব ভালো লাগলো দেখে,1
পিঠাটা দেখিয়ে তো লোভ সামলান দায়,1
মনটা জুড়িয়ে গেলো দেখে,1
এই শীতে খেজুরের গুড় দিয়ে ভাপা পিঠা খাওয়ার মজাই অন্যরকম,1
খেজুর রসের নাস্তা আমার অনেক পছন্দের,1
এই প্রথম গুড় তৈরি করা দেখলাম অসাধারন,1
মাসাআল্লাহ খুব ভাল লাগলো।,1
পুরান ঢাকার খাবার অস্থির টেস্ট এবং ইউনিক রেসিপি,1
বোরহানির মজা হলো প্রথমে মিষ্টি পরে ঝাল  জাস্ট মুখে বোম বাস্ট,1
অনেক বেশি মজা এবং অনেক সুন্দর হয়েছিল,1
ফুলকপিঅনেক সুন্দর লাগতেছে দেখেই বুঝতে পারতেছি অনেক টেস্টি হবে অসাধারণ,1
ওয়াও দারুন হয়েছে 👌👌,1
রান্নাটা সুন্দর ছিল,1
ইউনিক একটা রেসিপি,1
গরম গরম পাকোডা. .. কেচাপ দিয়ে খেতে খুব মজা,1
রেসিপি টা সবার থেকে আলাদা আর ইয়াম্মি,1
অনেক টেস্ট লাগে এই পাকোড়া,1
ভাইয়া অনেক মজা হয়েছে,1
আমারও খুবইই পছন্দ।,1
ভীষন সুন্দর। ভাই তোমার সব রেসিপি গুলো খুব সহজ এবং স্বাদে অন্যান্য।,1
"যতো প্রশংসাই করা হোক না কেন...আপনার রান্না, আপনার উপস্থাপনার কাছে কম-ই মনে হয়",1
আপনার রান্না আমি যতই দেখি ঠিক ততটা মুগ্ধ হয়,1
খুব সুন্দর আর গুছানো রান্না,1
"আপনার রেসিপি গুলো অসম্ভব সুন্দর, আপনার উপস্থাপনা আরো বেশি সুন্দর",1
আজকে আমি আপনার রান্না দেখে রান্না করছি  অনেক মজা হয়েছে,1
দেখেই খেয়ে ফেলতে ইচ্ছা হচ্ছে 😋😋,1
সবসময়ই অসাধারণ রান্না ভাই।😍😍🥰,1
চিকেন  বিরিয়ানিটা অনেক   মজা  হবে  দেখে মনে হচ্ছে  একটু  খেয়ে  দেখি,1
অসম্ভব সুন্দর বিরানি রেসিপি 👌👌,1
" দুধ চা,রং চা,কফি দারুণ হয়েছে",1
