Speech,Label,text,clean_text,tokenized_clean_text,tokenized_stem_text,token_length
ডাল আহামরি বেশি না,2,ডাল আহামরি না,ডাল আহামরি না,"['ডাল', 'আহামরি', 'না']","['ডাল', 'আহামরি', 'না']",3
ঠান্ডা ছিলো খাবার,0,ঠান্ডা ছিলো খাবা,ঠান্ডা ছিলো খাবার,"['ঠান্ডা', 'ছিলো', 'খাবার']","['ঠান্ডা', 'ছিলো', 'খাবা']",3
কালা ভূনা কোয়ান্টিটি অনেক  কম,0,কালা ভূনা কোয়ান্ কম,কালা ভূনা কোয়ান্টি কম,"['কালা', 'ভূনা', 'কোয়ান্টি', 'কম']","['কালা', 'ভূনা', 'কোয়ান্', 'কম']",4
এ কাবাবটি মূলত ঝাল ঝাল স্বাদের। মেরিনেট করা মশলাগুলো হালকা ঝাঁজালো এবং বেশ রিচ এক স্বাদের তৈরী করেছে। মাংসগুলো বেশ সফট এটিতেও। ঝাল মশলায় পরিপূর্ণ কোন বোনলেস কাবাব খেতে চাইলে এটি ট্রাই করে দেখার মতো।,1,কাবাব মূলত ঝাল ঝাল স্বা মেরিনেট কর মশলা হালকা ঝাঁজালো রিচ এক স্বা তৈরী মাংস সফট এটিতে ঝাল মশলায় পরিপূর্ণ বোনলেস কাবাব খেত চাইলে ট্রা দেখ মত, কাবাবটি মূলত ঝাল ঝাল স্বাদের মেরিনেট করা মশলাগুলো হালকা ঝাঁজালো রিচ এক স্বাদের তৈরী মাংসগুলো সফট এটিতেও ঝাল মশলায় পরিপূর্ণ বোনলেস কাবাব খেতে চাইলে ট্রাই দেখার মতো,"['কাবাবটি', 'মূলত', 'ঝাল', 'ঝাল', 'স্বাদের', 'মেরিনেট', 'করা', 'মশলাগুলো', 'হালকা', 'ঝাঁজালো', 'রিচ', 'এক', 'স্বাদের', 'তৈরী', 'মাংসগুলো', 'সফট', 'এটিতেও', 'ঝাল', 'মশলায়', 'পরিপূর্ণ', 'বোনলেস', 'কাবাব', 'খেতে', 'চাইলে', 'ট্রাই', 'দেখার', 'মতো']","['কাবাব', 'মূলত', 'ঝাল', 'ঝাল', 'স্বা', 'মেরিনেট', 'কর', 'মশলা', 'হালকা', 'ঝাঁজালো', 'রিচ', 'এক', 'স্বা', 'তৈরী', 'মাংস', 'সফট', 'এটিতে', 'ঝাল', 'মশলায়', 'পরিপূর্ণ', 'বোনলেস', 'কাবাব', 'খেত', 'চাইলে', 'ট্রা', 'দেখ', 'মত']",27
ডিমের তরকারি বেশ বাজে খেতে,0,ডিম তরকারি বাজে খেত,ডিমের তরকারি বাজে খেতে,"['ডিমের', 'তরকারি', 'বাজে', 'খেতে']","['ডিম', 'তরকারি', 'বাজে', 'খেত']",4
খিচুড়ি খেতে খুব ভালো ,1,খিচুড়ি খেত ভালো,খিচুড়ি খেতে ভালো,"['খিচুড়ি', 'খেতে', 'ভালো']","['খিচুড়ি', 'খেত', 'ভালো']",3
নিরামিষ চমৎকার লেগেছে ,1,নিরামিষ চমৎক লাগ,নিরামিষ চমৎকার লেগেছে,"['নিরামিষ', 'চমৎকার', 'লেগেছে']","['নিরামিষ', 'চমৎক', 'লাগ']",3
মাছের তরকারি লোভনীয় ,1,মাছ তরকারি লোভনীয়,মাছের তরকারি লোভনীয়,"['মাছের', 'তরকারি', 'লোভনীয়']","['মাছ', 'তরকারি', 'লোভনীয়']",3
খাবার টা গন্ধ হয়ে গিয়েছিল। পুরো খাবার ফেলে দিতে হয়েছিল,0,খা গন্ধ হয় গিয়ে পুরো খা ফাল হয়েছিল,খা গন্ধ হয়ে গিয়ে পুরো খা ফেলে হয়েছিল,"['খা', 'গন্ধ', 'হয়ে', 'গিয়ে', 'পুরো', 'খা', 'ফেলে', 'হয়েছিল']","['খা', 'গন্ধ', 'হয়', 'গিয়ে', 'পুরো', 'খা', 'ফাল', 'হয়েছিল']",8
সবজি আহামরি বেশি না,2,সবজি আহামরি না,সবজি আহামরি না,"['সবজি', 'আহামরি', 'না']","['সবজি', 'আহামরি', 'না']",3
পিঠা দাম অনুযায়ী মোটামুটি,2,পিঠা দাম মোটামু,পিঠা দাম মোটামুটি,"['পিঠা', 'দাম', 'মোটামুটি']","['পিঠা', 'দাম', 'মোটামু']",3
দুধ  বেশ ভালো খেতে,1,দুধ ভালো খেত,দুধ ভালো খেতে,"['দুধ', 'ভালো', 'খেতে']","['দুধ', 'ভালো', 'খেত']",3
মশলার সমৃদ্ধি এবং খুব হালকা মিষ্টি মিষ্টি অনুভূতি। এর স্বাদও মোটামুটি ভালো।,2,মশল সমৃদ্ধি হালকা মিষ্ মিষ্ অনুভূতি স্বাদ মোটামু ভালো,মশলার সমৃদ্ধি হালকা মিষ্ মিষ্ অনুভূতি স্বাদও মোটামু ভালো,"['মশলার', 'সমৃদ্ধি', 'হালকা', 'মিষ্', 'মিষ্', 'অনুভূতি', 'স্বাদও', 'মোটামু', 'ভালো']","['মশল', 'সমৃদ্ধি', 'হালকা', 'মিষ্', 'মিষ্', 'অনুভূতি', 'স্বাদ', 'মোটামু', 'ভালো']",9
ডিমের তরকারি আহামরি কিছু না,2,ডিম তরকারি আহামরি না,ডিমের তরকারি আহামরি না,"['ডিমের', 'তরকারি', 'আহামরি', 'না']","['ডিম', 'তরকারি', 'আহামরি', 'না']",4
খাবারের টেস্ট খুব সুন্দর হয়েছ। সরমার রুটি টা আরও একটু নরম হত আর চিকেননএকটু কম মনে হয়েছে। বাকি সব ঠিক ঠাক।,1,খাবারের টেস্ট সুন্দর হয় সরম রু একটু নরম চিকেননএকটু কম হয় বা ঠাক,খাবারের টেস্ট সুন্দর হয়েছ সরমার রু একটু নরম চিকেননএকটু কম হয়েছে বা ঠাক,"['খাবারের', 'টেস্ট', 'সুন্দর', 'হয়েছ', 'সরমার', 'রু', 'একটু', 'নরম', 'চিকেননএকটু', 'কম', 'হয়েছে', 'বা', 'ঠাক']","['খাবারের', 'টেস্ট', 'সুন্দর', 'হয়', 'সরম', 'রু', 'একটু', 'নরম', 'চিকেননএকটু', 'কম', 'হয়', 'বা', 'ঠাক']",13
বার্গার আরেকটু বেশি দরকার,2,বার্গার আরেকটু দরক,বার্গার আরেকটু দরকার,"['বার্গার', 'আরেকটু', 'দরকার']","['বার্গার', 'আরেকটু', 'দরক']",3
দুধ  আর আরেক্টু বাড়ালে জমতো,2,দুধ আরেক্টু বাড়ালে জম,দুধ আরেক্টু বাড়ালে জমতো,"['দুধ', 'আরেক্টু', 'বাড়ালে', 'জমতো']","['দুধ', 'আরেক্টু', 'বাড়ালে', 'জম']",4
