Label,text,clean_text,tokenized_clean_text,tokenized_stem_text,token_length
1.0,ভালো অর্ড ছিলো ফ্রাইড রাইস ফ্রাইড চি দিয় মাসালা চি নেক্সট টাইম অর্ড ভালো চেক ডেলিভারি কর,ভালো অর্ডার ছিলো ফ্রাইড রাইস ফ্রাইড চি দিয়েছে মাসালা চি নেক্সট টাইম অর্ডার ভালো চেক ডেলিভারি করবেন,"['ভালো', 'অর্ডার', 'ছিলো', 'ফ্রাইড', 'রাইস', 'ফ্রাইড', 'চি', 'দিয়েছে', 'মাসালা', 'চি', 'নেক্সট', 'টাইম', 'অর্ডার', 'ভালো', 'চেক', 'ডেলিভারি', 'করবেন']","['ভালো', 'অর্ড', 'ছিলো', 'ফ্রাইড', 'রাইস', 'ফ্রাইড', 'চি', 'দিয়', 'মাসালা', 'চি', 'নেক্সট', 'টাইম', 'অর্ড', 'ভালো', 'চেক', 'ডেলিভারি', 'কর']",17
0.0,ভাই রে ভাই টাকা দিয়ে বায় ওয়ান গেট ওয়ান দেখসি অর্ড দিল দেখি ডিম জাস্ট মোরগ পোলা টাকা খাওয় ই আজিব ব্য,ভাই রে ভাই টাকা দিয়ে বায় ওয়ান গেট ওয়ান দেখসিলাম অর্ডার দিলাম দেখি ডিম জাস্ট মোরগ পোলাও টাকার খাওয়ার ই আজিব ব্যাপার,"['ভাই', 'রে', 'ভাই', 'টাকা', 'দিয়ে', 'বায়', 'ওয়ান', 'গেট', 'ওয়ান', 'দেখসিলাম', 'অর্ডার', 'দিলাম', 'দেখি', 'ডিম', 'জাস্ট', 'মোরগ', 'পোলাও', 'টাকার', 'খাওয়ার', 'ই', 'আজিব', 'ব্যাপার']","['ভাই', 'রে', 'ভাই', 'টাকা', 'দিয়ে', 'বায়', 'ওয়ান', 'গেট', 'ওয়ান', 'দেখসি', 'অর্ড', 'দিল', 'দেখি', 'ডিম', 'জাস্ট', 'মোরগ', 'পোলা', 'টাকা', 'খাওয়', 'ই', 'আজিব', 'ব্য']",22
0.0,না কারন বাটা মোড় জিলাপীর যে স্বাদ পায়নি জিলাপী গুলো অধিকাংশ ভাঙ্গা নরম রাইড প্রক ড্রেস কোড স্বাস্থ্য বিধি অনুসরণ করেনি,না কারন বাটার মোড়ের জিলাপীর যে স্বাদ পায়নি জিলাপী গুলো অধিকাংশ ভাঙ্গা নরম রাইডার প্রকার ড্রেস কোড স্বাস্থ্য বিধি অনুসরণ করেনি,"['না', 'কারন', 'বাটার', 'মোড়ের', 'জিলাপীর', 'যে', 'স্বাদ', 'পায়নি', 'জিলাপী', 'গুলো', 'অধিকাংশ', 'ভাঙ্গা', 'নরম', 'রাইডার', 'প্রকার', 'ড্রেস', 'কোড', 'স্বাস্থ্য', 'বিধি', 'অনুসরণ', 'করেনি']","['না', 'কারন', 'বাটা', 'মোড়', 'জিলাপীর', 'যে', 'স্বাদ', 'পায়নি', 'জিলাপী', 'গুলো', 'অধিকাংশ', 'ভাঙ্গা', 'নরম', 'রাইড', 'প্রক', 'ড্রেস', 'কোড', 'স্বাস্থ্য', 'বিধি', 'অনুসরণ', 'করেনি']",21
1.0,স্টেক জোস লাগ,স্টেক জোস লাগছে,"['স্টেক', 'জোস', 'লাগছে']","['স্টেক', 'জোস', 'লাগ']",3
2.0,নিরামিষ একটু জমে যেত,নিরামিষ একটু জমে যেত,"['নিরামিষ', 'একটু', 'জমে', 'যেত']","['নিরামিষ', 'একটু', 'জমে', 'যেত']",4
1.0,দারুণ সিঙ্গা,দারুণ সিঙ্গারা,"['দারুণ', 'সিঙ্গারা']","['দারুণ', 'সিঙ্গা']",2
0.0,ভাইরে ভাই গ্রিল অর্ড করসি এত বাজে গ্রিল জীবনে কখনো খাইনাই,ভাইরে ভাই গ্রিল অর্ডার করসিলাম এতো বাজে গ্রিল জীবনে কখনো খাইনাই,"['ভাইরে', 'ভাই', 'গ্রিল', 'অর্ডার', 'করসিলাম', 'এতো', 'বাজে', 'গ্রিল', 'জীবনে', 'কখনো', 'খাইনাই']","['ভাইরে', 'ভাই', 'গ্রিল', 'অর্ড', 'করসি', 'এত', 'বাজে', 'গ্রিল', 'জীবনে', 'কখনো', 'খাইনাই']",11
1.0,মজ ব্য ওইদিন সিঙা কাচা কাচা মসল মিক্সিং ভালো না থাকলে আজ ভিতর আলু পারফেক্ট সিদ্ধ পারফেক্ট মসল মিক্সিং এককথায় পারফেক্ট খা কম বাজেট,মজার ব্যাপার ওইদিন সিঙারা কাচা কাচা মসলার মিক্সিং ভালো না থাকলেও আজকে ভিতরের আলু পারফেক্ট সিদ্ধ পারফেক্ট মসলার মিক্সিং এককথায় পারফেক্ট খা কম বাজেটে,"['মজার', 'ব্যাপার', 'ওইদিন', 'সিঙারা', 'কাচা', 'কাচা', 'মসলার', 'মিক্সিং', 'ভালো', 'না', 'থাকলেও', 'আজকে', 'ভিতরের', 'আলু', 'পারফেক্ট', 'সিদ্ধ', 'পারফেক্ট', 'মসলার', 'মিক্সিং', 'এককথায়', 'পারফেক্ট', 'খা', 'কম', 'বাজেটে']","['মজ', 'ব্য', 'ওইদিন', 'সিঙা', 'কাচা', 'কাচা', 'মসল', 'মিক্সিং', 'ভালো', 'না', 'থাকলে', 'আজ', 'ভিতর', 'আলু', 'পারফেক্ট', 'সিদ্ধ', 'পারফেক্ট', 'মসল', 'মিক্সিং', 'এককথায়', 'পারফেক্ট', 'খা', 'কম', 'বাজেট']",24
2.0,কাবাব আরেকটু দরক,কাবাব আরেকটু দরকার,"['কাবাব', 'আরেকটু', 'দরকার']","['কাবাব', 'আরেকটু', 'দরক']",3
1.0,খা ভালো ছিল,খা ভালো ছিল,"['খা', 'ভালো', 'ছিল']","['খা', 'ভালো', 'ছিল']",3
1.0,আপু মজ ক্ষীর দারুন ভাল লাগ,আপু মজার ক্ষীর দারুন ভাল লেগেছে,"['আপু', 'মজার', 'ক্ষীর', 'দারুন', 'ভাল', 'লেগেছে']","['আপু', 'মজ', 'ক্ষীর', 'দারুন', 'ভাল', 'লাগ']",6
1.0,রিফ্রেশইং এক ড্রিংকস ভিতরে মাল্ অসাধারণ এক ফ্লেভ সম্ভব এক্সট্ বরফ একটু বিট লবণ মিশিয়ে নেব আরো ভাল লাগবে nদাম টাকা, রিফ্রেশইং একটা ড্রিংকস ভিতরে মাল্টার অসাধারণ একটা ফ্লেভার সম্ভব এক্সট্রা বরফ একটু বিট লবণ মিশিয়ে নেবেন আরো ভাল লাগবে nদাম টাকা,"['রিফ্রেশইং', 'একটা', 'ড্রিংকস', 'ভিতরে', 'মাল্টার', 'অসাধারণ', 'একটা', 'ফ্লেভার', 'সম্ভব', 'এক্সট্রা', 'বরফ', 'একটু', 'বিট', 'লবণ', 'মিশিয়ে', 'নেবেন', 'আরো', 'ভাল', 'লাগবে', 'nদাম', 'টাকা']","['রিফ্রেশইং', 'এক', 'ড্রিংকস', 'ভিতরে', 'মাল্', 'অসাধারণ', 'এক', 'ফ্লেভ', 'সম্ভব', 'এক্সট্', 'বরফ', 'একটু', 'বিট', 'লবণ', 'মিশিয়ে', 'নেব', 'আরো', 'ভাল', 'লাগবে', 'nদাম', 'টাকা']",21
1.0,খা দারুণ আলহামদুলিল্লাহ,খা দারুণ আলহামদুলিল্লাহ,"['খা', 'দারুণ', 'আলহামদুলিল্লাহ']","['খা', 'দারুণ', 'আলহামদুলিল্লাহ']",3
2.0,কালা ভূনা আহামরি না,কালা ভূনা আহামরি না,"['কালা', 'ভূনা', 'আহামরি', 'না']","['কালা', 'ভূনা', 'আহামরি', 'না']",4
1.0,সস চমৎক,সস চমৎকার,"['সস', 'চমৎকার']","['সস', 'চমৎক']",2
2.0,আরকি টাকায় চায় ভাল আশা কর যায়, আরকি টাকায় চেয়ে ভাল আশা করা যায়,"['আরকি', 'টাকায়', 'চেয়ে', 'ভাল', 'আশা', 'করা', 'যায়']","['আরকি', 'টাকায়', 'চায়', 'ভাল', 'আশা', 'কর', 'যায়']",7
1.0,কম দামে ভালো খাবা,কম দামে ভালো খাবার,"['কম', 'দামে', 'ভালো', 'খাবার']","['কম', 'দামে', 'ভালো', 'খাবা']",4
0.0,খা বাসি ছিলো খা গন্ধ হয় গিয়েছিলো মুখে ই বমি আসলো গতকাল খা ভালো গরম না কর কারণে এধরণ বাসি খা পেত হলো,খা বাসি ছিলো খা গন্ধ হয়ে গিয়েছিলো মুখে ই বমি আসলো গতকাল খা ভালো গরম না করার কারণে এধরণের বাসি খা পেতে হলো,"['খা', 'বাসি', 'ছিলো', 'খা', 'গন্ধ', 'হয়ে', 'গিয়েছিলো', 'মুখে', 'ই', 'বমি', 'আসলো', 'গতকাল', 'খা', 'ভালো', 'গরম', 'না', 'করার', 'কারণে', 'এধরণের', 'বাসি', 'খা', 'পেতে', 'হলো']","['খা', 'বাসি', 'ছিলো', 'খা', 'গন্ধ', 'হয়', 'গিয়েছিলো', 'মুখে', 'ই', 'বমি', 'আসলো', 'গতকাল', 'খা', 'ভালো', 'গরম', 'না', 'কর', 'কারণে', 'এধরণ', 'বাসি', 'খা', 'পেত', 'হলো']",23
